name_part1,material,name_part2,name_fluid1,technique,direction,material_group,name_mold_mat,name_disp_1,wf_disp_1,name_bind1,wf_bind_1,temp_cold,cooling_rate,time_sub,time_sinter_1,temp_sinter_1,vf_total,porosity
Al2O3,Al2O3,,water,,,Ceramic,,,,,,,1.0,48.0,,,0.27,0.914
Mullite,Mullite,,TBA,,,Ceramic,polyurethane,citric acid,0.01,,,,0.0,0.0,1.0,873.0,0.45,0.68
Al2O3,Al2O3/ZrO2,ZrO2,TBA,,,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1773.0,0.1,0.58
Mullite,Al2O3/Mullite,,camphene,,,Ceramic,polyethylene,Darvan C,0.01,PVB,0.01,77.0,0.0,,,873.0,0.21,0.312
HAP,HAP,,water,,,Ceramic,PTFE,Darvan 811,0.01,PVA,0.01,,5.0,,4.0,1573.0,0.25,0.56
TCP,TCP,,water,,,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.2,0.686
YSZ,YSZ,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.08,0.35
BT,BT/Kaolinite,kaolinite,water,,,Ceramic,,,,PVA,0.002,243.0,0.0,0.0,,873.0,0.11,0.63
HAP,HAP,,camphene,,,Ceramic,graphite,Hypermer KD 4,0.03,,,,0.0,0.0,3.0,1573.0,0.2,0.6
Al2O3,Al2O3,,camphene,,,Ceramic,polyethylene,Hypermer KD 4,,,,276.0,0.0,,3.0,1873.0,0.1,0.825
SiC,SiC,,water,,,Ceramic,,,,PVA,0.085,,0.0,5.0,1.0,873.0,0.12,0.72
Al2O3,Al2O3,CuO,water,,,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.52
HAP,HAP,,water,one-sided,vertical-up,Ceramic,PVC,Dispex A40,0.02,PVA,0.03,,,24.0,4.0,1573.0,0.2459,0.45
Al2O3,Al2O3,,camphene,,,Ceramic,,Perfad9100,,,,,0.0,,4.0,1873.0,0.433,0.22
Al2O3,Al2O3/Chitosan/Gelatin,chitosan,acetic acid,,,Ceramic,PTFE,,,,,,1.0,,,,0.27,0.905
HAP,HAP/SiO2,SiO2,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,4.0,,24.0,873.0,0.15,0.839
Si3N4,Si3N4,BAS,water,,,Ceramic,polyethylene,,,,,,0.0,,3.0,823.0,0.4,0.366
Al2O3,Al2O3/SiO2,SiO2,water,,,Ceramic,polyethylene,Darvan C,0.012,PVA,0.015,,0.0,,2.0,1773.0,0.0277,0.626
HAP,HAP,,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,8.0,,2.0,973.0,0.15,0.57
YSZ,YSZ,,water,bridgman,horizontal,Ceramic,silicone,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
HAP,HAP/PMMA,,water,one-sided,vertical-up,Ceramic/Polymer,PTFE,Darvan 811,0.01,PVA,0.01,,5.0,,3.0,1625.0,0.2,0.6
Y2SiO5,Y2SiO5,,water,,,Ceramic,,,0.01,,,,0.0,48.0,2.0,1873.0,0.4,0.64
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.35,0.55
HAP,HAP,,water,,,Ceramic,PVC,Dynol 604,0.0075,PVA,0.015,253.0,0.0,,3.0,1623.0,0.1,0.7
Mullite,Mullite,,water,,,Ceramic,,,,,,253.0,0.0,,4.0,1823.0,0.0402,0.915
CuO,Cu,,water,,,Metal,polyethylene,,,PVA,,253.0,0.0,,2.0,1573.0,0.3,0.383
Ti6Al4V,Ti6Al4V,,camphene,,,Metal,,,,,,,,,2.0,1523.0,0.25,0.48
YSZ,YSZ,,TBA,,,Ceramic,,,,,,,0.0,,2.0,1823.0,0.15,0.4
Mullite,Mullite,,TBA,radial,radial-in,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.35,0.6
HAP,BT/HAP,BT,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,173.0,5.0,24.0,3.0,873.0,0.2,0.57
SiO2,SiO2,,water,,,Ceramic,glass,,,,,,0.0,,,,0.1392,0.4
Al2O3,Al2O3,,naphthalene,,,Ceramic,polyurethane,Perfad9100,0.03,,,291.0,0.0,60.0,4.0,1873.0,0.48,0.12
SiO2,Silicate,,TBA,,,Ceramic,,ethyl cellulose ethoecel,0.005,PVP,0.005,273.0,0.0,72.0,,,0.3614,0.73
HAP,HAP,,water,,,Ceramic,,Duramax D3005,0.003,gelatin,0.1,,0.0,0.0,1.0,873.0,0.21,0.2344
TiO2,TiO2,,water,one-sided,vertical-up,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1273.0,0.1,0.832
YSZ,Al2O3/ZrO2,,water,,,Ceramic,silicone,NH4PAA,0.0065,Duramax B-1000,0.03,,0.0,24.0,,773.0,0.11,0.76
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.1,0.64
Al2O3,Al2O3,,water,,,Ceramic,,Darvan 812A,0.01,,,,0.0,,2.0,1563.0,0.3,0.76
Cr2O3,Cr3C2,,camphene,,,Ceramic,polyurethane,Hypermer KD 4,0.01,,,273.0,0.0,24.0,15.0,1373.0,0.1,0.901
Al2O3,Al2O3,,camphene,,,Ceramic,,Hypermer KD 4,0.03,,,288.0,0.0,24.0,5.0,1873.0,0.22,0.609
SiO2,SiO2,,water,,,Ceramic,glass,,,,,,0.0,,,,0.0195,0.5
Mullite,Mullite,,TBA,radial,radial-in,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.4,0.56
Mullite,Mullite,,TBA,radial,radial-in,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.35,0.62
SiC,SiC,,water,,,Ceramic,,,,PVA,0.085,,0.0,5.0,1.0,873.0,0.12,0.715
YSZ,YSZ,,TBA,,,Ceramic,,,,PVB,0.005,243.0,0.0,0.0,,873.0,0.15,0.774
PCS,Latex,,water,immersion,vertical-up,Polymer,glass,,,,,77.0,0.0,24.0,,,0.32,0.662
Al2O3,Al2O3/ZrO2,ZrO2,TBA,,,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1773.0,0.2,0.38
Bioglass,Bioglass,HAP,camphene,,,Ceramic,,Dolapix CE 64,0.06,,,,0.0,,3.0,1523.0,0.146,0.54
TCP,TCP,,water,,,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.2,0.67
YSZ,YSZ,,water,,,Ceramic,,Darvan C,,Duramax B-1001,,,0.0,,0.5,773.0,0.3,0.665
fireclay,Clay,,water,,,Ceramic,polystyrene,Lioperse 511,0.004,gelatin,0.12,,0.0,24.0,2.0,823.0,0.2,0.681
SiO2,SiO2,,water,,,Ceramic,glass,,,,,,0.0,,,,0.0038,0.6
Mullite,Mullite,,TBA,,,Ceramic,polyurethane,citric acid,0.01,,,,0.0,0.0,1.0,873.0,0.45,0.625
Al2O3,Al2O3,,water,,,Ceramic,,,,,,,1.0,48.0,,,0.27,0.905
WO3,W,,water,,,Metal,Teflon,,,,,258.0,0.0,,,1023.0,0.225,0.666
YSZ,YSZ,,water,,,Ceramic,,Darvan C,,Duramax B-1001,,,0.0,,0.5,773.0,0.3,0.67
Si3N4,Si3N4,Y2O3,water,,,Ceramic,"metal, NOI",NH4PAA,0.02,,,75.0,0.0,,3.0,873.0,0.2252,0.62
HAP,HAP/Gelatin,,water,,,Ceramic/Polymer,,Darvan C,0.01,PVA,0.01,263.0,0.0,,2.0,1773.0,0.25,0.48
TiO2,TiO2,,water,one-sided,vertical-up,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1273.0,0.1,0.857
Mullite,Mullite,,TBA,,,Ceramic,,BYK-163,0.05,PVB,0.05,,0.0,12.0,2.0,2023.0,0.35,0.55
Y2O3,Y2SiO5,SiO2,TBA,,,Ceramic,polyethylene,citric acid,0.01,,,,0.0,12.0,1.0,973.0,0.0475,0.73
Al2O3,Al2O3,,water,,,Ceramic,,Darvan 812A,0.01,,,,0.0,,2.0,1563.0,0.3,0.73
Mullite,Al2O3/Mullite,,camphene,,,Ceramic,polyethylene,Darvan C,0.01,PVB,0.01,77.0,0.0,,,873.0,0.153,0.566
YSZ,YSZ,,TBA,,,Ceramic,,,,PVB,0.005,77.0,0.0,0.0,,873.0,0.15,0.745
Al2O3,Al2O3,TiO2,camphene,,,Ceramic,PTFE,,,,,77.0,0.0,72.0,2.0,1773.0,0.25,0.53
TiO2,TiO2,,water,,,Ceramic,silicone,NH4PAA,0.087,Duramax B-1000,0.03,,,24.0,2.0,1573.0,0.2594,0.45
TiO2,TiO2,,water,,,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1773.0,0.1,0.35
YSZ,YSZ,,water,,,Ceramic,PTFE,Prox B03,0.0075,PVA,0.03,,2.0,48.0,5.0,773.0,0.27,0.525
Mullite,Al2O3/Mullite,,camphene,,,Ceramic,polyethylene,Darvan C,0.01,PVB,0.01,77.0,0.0,,,873.0,0.153,0.385
Mullite,Mullite,,TBA,radial,radial-in,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.35,0.62
YSZ,YSZ,,TBA,,,Ceramic,,fish oil,,PVB,,,0.0,,0.5,773.0,0.2,0.42
PVA,PVA,,water,immersion,vertical-up,Polymer,polyproplyene,,,,,77.0,0.0,,,,0.0657,0.84
YSZ,YSZ,,water,,,Ceramic,,Darvan C,,Duramax B-1001,,,0.0,,0.5,773.0,0.3,0.66
Bioglass,Bioglass,,water,,,Ceramic,,,,,,,0.0,24.0,2.0,673.0,0.07,0.7278
Mullite,Al2O3/Mullite,,camphene,,,Ceramic,polyethylene,Darvan C,0.01,PVB,0.01,77.0,0.0,,,873.0,0.153,0.729
Bioglass,Bioglass,,camphene,,,Ceramic,,isostearic acid,,,,,0.0,24.0,1.0,1673.0,0.1,0.86
kaolinite,Mullite,Al2O3,water,,,Ceramic,"plastic, noi",,,,,193.0,0.0,24.0,2.0,1773.0,0.05,0.9
ZrB2,ZrB2,SiC,water,,,Ceramic,"plastic, noi",Dolapix,0.06,,,233.0,0.0,0.0,0.5,753.0,0.76,0.383
CuO,Cu,,water,,,Metal,polyethylene,,,PVA,,253.0,0.0,,2.0,1573.0,0.35,0.349
SiO2,SiO2,SiO2,water,,,Ceramic,,,,,,,0.0,0.0,,,0.0534,0.83
WO3,W,,water,,,Metal,Teflon,,,,,258.0,0.0,,,1023.0,0.25,0.491
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.82
TiO2,TiO2,,water,one-sided,vertical-up,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1273.0,0.1,0.845
Ti,Ti,,camphene,,,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,1773.0,0.3,0.33
WO3,W,,water,,,Metal,Teflon,,,,,253.0,0.0,,,1023.0,0.225,0.502
YSZ,ZrO2/Al,,water,,,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,4.0,1773.0,0.357,0.327
Al2O3,Al2O3,CuO,water,,,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.44
Al2O3,Al2O3/Chitosan/Gelatin,chitosan,acetic acid,,,Ceramic,PTFE,,,,,,1.0,,,,0.27,0.91
HAP,BCP,TCP,water,,,Ceramic,glass,,,sodium alginate,0.02,,0.0,0.0,2.0,1373.0,0.1091,0.79
YSZ,YSZ,,water,,,Ceramic,,Darvan C,,Duramax B-1001,,,0.0,,0.5,773.0,0.2,0.75
YSZ,YSZ,,water,,,Ceramic,glass,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
Al2O3,Al2O3/SiC,SiC,water,,,Ceramic,epoxy,,,,,77.0,0.0,0.0,1.0,873.0,0.55,0.055
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,195.0,0.0,0.0,2.0,1723.0,0.4,0.28
Al2O3,ZrO2/Al,,water,,,Metal/Ceramic,Teflon,Dolapix CE 64,,PEG,,,1.0,48.0,2.0,1273.0,0.336,0.111
SiO2,YSZ,,water,bridgman,horizontal,Ceramic,glass,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
Si3N4,Si3N4,Y2O3,water,,,Ceramic,graphite,ammonium polymethacrylate anionic dispersant,0.003,,,,0.0,48.0,2.0,873.0,0.25,0.62
Al2O3,Al2O3,,camphene,,,Ceramic,PTFE,Texaphor 963,0.018,,,,0.0,72.0,2.0,1573.0,0.25,0.75
WO3,W,,water,,,Metal,Teflon,,,,,243.0,0.0,,,1023.0,0.2,0.607
Mullite,Mullite,,TBA,,,Ceramic,,BYK-163,0.05,PVB,0.05,173.0,0.0,12.0,2.0,1873.0,0.4,0.55
Al2O3,Al2O3/ZrO2,ZrO2,TBA,,,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1673.0,0.1,0.635
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.075,0.79
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.25,0.55
Al2O3,Al2O3/Chitosan/Gelatin,chitosan,acetic acid,,,Ceramic,PTFE,,,,,,1.0,,,,0.27,0.91
YSZ,YSZ,,water,,,Ceramic,,Darvan C,,Duramax B-1001,,,0.0,,,,0.3,0.74
Al2O3,Al2O3,,water,,,Ceramic,,PAAS,0.02,CMC,0.01,77.0,0.0,0.0,0.5,723.0,0.2,0.65
Al2O3,Al2O3,,camphene,,,Ceramic,polyurethane,Perfad9100,0.02,,,291.0,0.0,24.0,4.0,1873.0,0.495,0.5
SiO2,Silicate,,TBA,,,Ceramic,,ethyl cellulose ethoecel,0.005,PVP,0.005,,0.0,72.0,,,0.3614,0.57
Bioglass,Bioglass,,water,,,Ceramic,PVC,Easysperse,0.005,PVA,0.01,253.0,0.0,,,773.0,0.15,0.61
Al2O3,Al2O3,,Glycerine Ether,,,Ceramic,,,,polyethylene-imine,0.15,253.0,0.0,,3.0,1773.0,0.33,0.37
Si4Al2O2N6,Si4Al2O2N6,Al2O3,camphene,,,Ceramic,polyethylene,HAO Fast 923,0.01,,,273.0,0.0,96.0,3.0,823.0,0.2,0.47
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.35,0.4
HAP,HAP/PMMA,,water,one-sided,vertical-up,Ceramic/Polymer,PTFE,Darvan 811,0.01,PVA,0.01,,5.0,,3.0,1625.0,0.3,0.6
ZrB2,ZrB2-SiC,SiC,camphene,,,Ceramic,,Dolapix,0.015,,,233.0,0.0,0.0,1.0,873.0,0.48,0.41
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.81
Al2O3,Al2O3,Mullite,water,,,Ceramic,aluminum,polyacrylic acid,,,,,0.0,0.0,5.0,1873.0,0.475,0.67
HAP,BT/HAP,BT,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,173.0,20.0,24.0,3.0,873.0,0.2,0.4
Al2O3,Al2O3,,camphene,,,Ceramic,silicone,PAAS,,,,248.0,0.0,,2.0,2223.0,0.2,0.68
WO3,W,,water,,,Metal,Teflon,,,,,248.0,0.0,,,1023.0,0.2,0.529
YSZ,YSZ,,TBA,,,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.02,0.768
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.25,0.55
TiO2,TiO2,,water,one-sided,vertical-up,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1273.0,0.1,0.837
SiC,Si3N4,,water,one-sided,vertical-up,Ceramic,,,,,,203.0,,,1.0,2023.0,0.3,0.4606
BT,BT/Kaolinite,kaolinite,water,,,Ceramic,,,,PVA,0.002,243.0,0.0,0.0,,873.0,0.11,0.74
Al2O3,Al2O3,TiO2,camphene,,,Ceramic,PTFE,,,,,77.0,0.0,72.0,2.0,1773.0,0.25,0.15
Yb2SiO5,Yb2SiO5,,TBA,,,Ceramic,,ammonium polymethacrylate anionic dispersant,0.03,PVA,0.01,,0.0,0.0,2.0,823.0,0.15,0.8465
Al2O3,Al2O3,,water,,,Ceramic,PDMS,HydroDisperser,0.01,PVA,0.01,83.0,0.0,24.0,3.0,1173.0,0.4,0.3
Al2O3,Al2O3,CuO,water,,,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.47
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.1,0.72
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.73
SiO2,Silicate,,TBA,,,Ceramic,,ethyl cellulose ethoecel,0.005,PVP,0.005,,0.0,72.0,,,0.274,0.65
Al2O3,Al2O3/SiO2,SiO2,water,,,Ceramic,polyethylene,Darvan C,0.012,PVA,0.015,,0.0,,2.0,1773.0,0.0277,0.647
Al2O3,Al2O3,,water,,,Ceramic,PTFE,,,,,193.0,1.0,72.0,0.5,2323.0,0.4,0.32
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,195.0,0.0,0.0,2.0,1723.0,0.3,0.5
PZT,PZT,,TBA,,,Ceramic,,,,,,,0.0,0.0,2.0,1573.0,0.15,0.495
Al2O3,Al2O3,,water,,,Ceramic,polymer,Darvan C,0.02,,,203.0,0.0,,2.0,823.0,0.25,0.7
Al2O3,Al2O3,TiO2,camphene,,,Ceramic,PTFE,Texaphor 963,0.018,,,,0.0,72.0,2.0,1773.0,0.25,0.55
HAP,HAP,,water,one-sided,vertical-up,Ceramic,PVC,Dispex A40,0.02,PVA,0.03,,,24.0,4.0,1573.0,0.2459,0.6
HAP,HAP,,water,,,Ceramic,polyethylene,sodium polyacrylate,0.01,PVA,0.005,243.0,0.0,0.0,3.0,1623.0,0.2,0.55
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.2,0.6
HAP,HAP,MgO,TBA,,,Ceramic,,citric acid,0.01,,,,0.0,,1.0,1673.0,0.05,0.88
Ti,Ti,,water,,,Metal,glass,,,agar,0.02,,0.0,24.0,2.0,1573.0,0.22,0.52
HAP,HAP,,water,,,Ceramic,silicone,,,PVA,0.02,253.0,0.0,24.0,2.0,773.0,0.2406,0.6466
Bioglass,Bioglass,HAP,camphene,,,Ceramic,,Dolapix CE 64,0.06,,,,0.0,,3.0,1523.0,0.37,0.15
HAP,BT/HAP,BT,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,173.0,5.0,24.0,3.0,873.0,0.3,0.574
SiC,Al-Si-Mg/SiC,,water,,,Metal/Ceramic,Teflon,CMC,0.008,CMC,,263.0,0.0,24.0,0.5,773.0,0.4,0.019
Al2O3,Al2O3/ZrO2,YSZ,water,,,Ceramic,Teflon,,,sodium polymethacrylate,0.005,253.0,0.0,48.0,30.0,773.0,0.3,0.52
Si3N4,Si3N4,Y2O3,water,,,Ceramic,fluorocarbon,NOI,,,,193.0,0.0,24.0,2.0,1973.0,0.2,0.695
HAP,BaTiO3/HAP,BaTiO3,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,,5.0,24.0,,873.0,0.2,0.6
HAP,HAP/SiO2,SiO2,water,,,Ceramic,"metal, NOI",polyacrylic acid,0.015,,,,0.0,48.0,4.0,1373.0,0.2685,0.673
Bioglass,Bioglass,HAP,camphene,,,Ceramic,,Dolapix CE 64,0.06,,,,0.0,,3.0,1523.0,0.09,0.65
YSZ,YSZ,,water,,,Ceramic,,Darvan 7-N,0.012,PVA,0.03,,0.0,24.0,,873.0,0.23,0.932
chitosan,HAP/Chitosan//PMMA,HAP,water,,,Polymer,,acetic acid,,,,77.0,0.0,0.0,,,0.09,0.47
Bioglass,Bioglass,,water,,,Ceramic,,,,,,,0.0,24.0,1.5,1973.0,0.16,0.7523
TiO2,TiO2,,water,one-sided,vertical-up,Ceramic,PVC,Darvan 811,0.01,PVA,0.01,,10.0,72.0,3.0,1273.0,0.1,0.848
YSZ,YSZ,,TBA,,,Ceramic,,,,,,,0.0,,2.0,1823.0,0.15,0.4
kaolinite,Mullite,Al2O3,water,,,Ceramic,"plastic, noi",,,,,233.0,0.0,24.0,2.0,1773.0,0.07,0.852
Al2O3,Al2O3/Mullite,Mullite,water,,,Ceramic,aluminum,polyacrylic acid,0.056,,,,0.0,48.0,2.0,873.0,0.63,0.82
HAP,HAP,,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,,0.0,24.0,3.0,873.0,0.2,0.68
gelatin,Gelatin,,acetic acid,immersion,vertical-up,Polymer,"plastic, noi",,,,,77.0,0.0,48.0,,,0.0016,0.973
YSZ,YSZ,,camphene,,,Ceramic,,Texaphor 963,0.05,,,,0.0,,1.0,973.0,0.2,0.655
PZT,PZT,,TBA,,,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1673.0,0.15,0.68
NiO,Ni-YSZ,YSZ,water,,,Metal/Ceramic,,Darvan CN,,Duramax HA-12,,213.0,0.0,12.0,1.0,573.0,0.2,0.4901
HAP,BT/HAP,BT,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,173.0,5.0,24.0,3.0,873.0,0.2,0.589
HAP,HAP,,camphene,,,Ceramic,polyethylene,Hypermer KD 4,0.06,,,,0.0,,3.0,1623.0,0.2,0.55
Al2O3,Al2O3,,TBA,,,Ceramic,PMMA,citric acid,0.05,,,,0.0,72.0,2.0,873.0,0.2,0.6
HAP,HAP,,water,,,Ceramic,PTFE,Darvan 811,0.01,PVA,0.01,,0.0,,,1573.0,0.43,0.29
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.82
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,248.0,0.0,0.0,2.0,1723.0,0.3,0.53
Al2O3,Al2O3,,water,,,Ceramic,silicone,Darvan C,0.012,Duramax B-1001,0.02,238.0,0.0,,5.0,1923.0,0.6,0.13
ZrB2,ZrB2/SiC,SiC,camphene,,,Ceramic,,Hypemer KD,0.03,,,,0.0,72.0,3.0,823.0,0.2,0.65
Al2O3,Al2O3,,water,,,Ceramic,PDMS,HydroDisperser,0.01,PVA,0.01,83.0,0.0,24.0,3.0,1173.0,0.3,0.68
PLLA,PLA,,DMSO,one-sided,vertical-up,Polymer,,,,,,77.0,,,,,0.08,0.875
PVA,HAP/Cellulose/PVA,collagen,water,,,Ceramic/Polymer,,,,,,233.0,0.0,5.0,,,0.07,0.89
WO3,W,,water,,,Metal,Teflon,,,,,238.0,0.0,,,1023.0,0.225,0.48
Ti,Ti,,camphene,,,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,1773.0,0.3,0.7
YSZ,YSZ,,water,,,Ceramic,,Darvan C,,Duramax B-1001,,,0.0,,,,0.1,0.9
Ti6Al4V,Ti6Al4V,,camphene,,,Metal,,,,,,,,,2.0,1523.0,0.15,0.72
Bioglass,Bioglass,,water,,,Ceramic,PVC,Easysperse,0.005,PVA,0.01,253.0,0.0,,,773.0,0.1,0.7
Al2O3,Al2O3/ZrO2,ZrO2,TBA,,,Ceramic,epoxy,citric acid,0.01,PVB,,77.0,0.0,,,1773.0,0.2,0.389
ZTA,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Dolapix CE 64,0.006,PVA,0.00825,271.0,1.5,12.0,2.0,1873.0,0.175,0.765
Al2O3,Al2O3,,water,one-sided,vertical-up,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.82
HAP,HAP/Collagen,collagen,water,,,Ceramic/Polymer,silicone,,,,,243.0,0.0,0.0,0.5,873.0,0.04,0.95
Ti,Ti,,water,,,Metal,,,,,,318.5,0.0,,,,0.2,0.51
HAP,HAP,,water,one-sided,vertical-up,Ceramic,PVC,Dispex A40,0.02,PVA,0.03,,,12.0,4.0,1573.0,0.2459,0.25
HAP,HAP,,water,,,Ceramic,PTFE,Dolapix CE 64,0.04,PVA,0.04,,0.0,,2.0,1473.0,0.23,0.69
Si4Al2O2N6,Si4Al2O2N6,Al2O3,camphene,,,Ceramic,polyethylene,HAO Fast 923,0.01,,,273.0,0.0,96.0,2.0,873.0,0.2,0.452
Al2O3,Al2O3,CuO,water,,,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.675
Al2O3,Al2O3/ZrO2,ZrO2,water,,,Ceramic,silicone,NH4PAA,0.0065,Duramax B-1000,0.03,,0.0,24.0,,773.0,0.2041,0.67
Al2O3,Al2O3,,water,,,Ceramic,PDMS,HydroDisper A160,0.01,PVA,0.01,,0.0,24.0,2.0,1873.0,0.1,0.745
Bioglass,Bioglass,,water,,,Ceramic,,,,,,,0.0,24.0,2.0,573.0,0.22,0.325
TCP,TCP,,water,,,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.1,0.82
Al2O3,Al2O3/Chitosan/Gelatin,chitosan,acetic acid,,,Ceramic,PTFE,,,,,,10.0,,,,0.27,0.91
Mullite,Mullite,,TBA,radial,radial-in,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.35,0.62
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.35,0.44
PZT,PZT,,TBA,,,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.3,0.5
Mullite,Mullite,,TBA,radial,radial-in,Ceramic,PTFE,BYK-163,0.05,PVB,0.005,173.0,0.0,12.0,2.0,1823.0,0.4,0.56
Si4Al2O2N6,Si4Al2O2N6,,camphene,,,Ceramic,polyethylene,HAO Fast 923,0.01,,,77.0,0.0,96.0,3.0,823.0,0.2,0.529
Merwinite,Merwinite,,water,,,Ceramic,polyethylene,Dolapix,0.03,PVA,0.05,238.15,1.0,72.0,1.0,873.0,0.1,0.5875
HAP,HAP/PMMA,,water,one-sided,vertical-up,Ceramic/Polymer,PTFE,Darvan 811,0.01,PVA,0.01,,1.0,,3.0,1625.0,0.3,0.6
HAP,HAP,,water,,,Ceramic,Teflon,Darvan 811,0.01,Aquazol,0.02,,10.0,48.0,4.0,1573.0,0.2,0.704
Al2O3,Al2O3,TiO2,camphene,,,Ceramic,PTFE,Texaphor 963,0.018,,,,0.0,72.0,2.0,1773.0,0.25,0.5
Al2O3,Al2O3,,water,,,Ceramic,PTFE,,,,,193.0,1.0,72.0,0.5,2323.0,0.3,0.52
